"SomaSeqid","TargetFullName","Target","UniProt","EntrezGeneSymbol","n_dis","beta_dis","se_dis","p_dis","padj_dis","n_rep","beta_rep","se_rep","p_rep","padj_rep","n_meta","beta_meta","se_meta","p_meta","padj_meta"
"X10603.1","Histatin-3","HIS3","P15516","HTN3",316,-0.0423701677008911,0.0198716864229194,0.033790106766807,0.0604539306173198,297,-0.130786260487082,0.0333355972552256,0.000109029983962512,0.000721443016958099,613,-0.0656,0.0171,0.000123026877081238,0.000374478838164476
"X15433.4","Proto-oncogene tyrosine-protein kinase Src","p60-Src","P12931","SRC",332,-0.0594947230487351,0.0279183709181142,0.0338467174678594,0.0605300340246417,297,-0.136607421371929,0.0670892483221397,0.0426351542827824,0.0987473336404131,629,-0.0709,0.0258,0.00602559586074357,0.0119760109967921
"X19109.32","Transcription elongation factor A protein-like 8","TCAL8","Q8IYN2","TCEAL8",325,-0.0138738644666333,0.00651199164169044,0.0339064117428801,0.0606115864115242,297,0.00901418376718093,0.0113275900248651,0.426812968002743,0.564837715501476,622,-0.0082,0.0056,0.147910838816821,0.201892896779164
"X3340.53","Thrombospondin-4","TSP4","P35443","THBS4",317,-0.060530748572005,0.0284251723881324,0.0340128087652584,0.0607765228497617,297,-0.0786063384501601,0.0230253636929172,0.000731350090050438,0.00358261587392589,614,-0.0714,0.0179,6.45654229034655e-05,0.000211658448100461
"X13732.79","Cardiotrophin-1","Cardiotrophin-1","Q16619","CTF1",324,0.0207906045895067,0.00976646656646234,0.0340535012097841,0.0608239654083395,297,0.0095623970750629,0.010307074199133,0.354305665094234,0.489991859005612,621,0.0155,0.0071,0.0288403150312661,0.0481343402985934
"X11670.18","Probable G-protein coupled receptor 101","GP101","Q96P66","GPR101",327,0.0169638759139259,0.00797711314818166,0.0342306149672615,0.0611149335716861,297,-0.0199457513435582,0.0235777888274215,0.398272853547773,0.536309186947079,624,0.0132,0.0076,0.0812830516164099,0.11968449332495
"X5017.19","Peroxiredoxin-5, mitochondrial","Peroxiredoxin-5","P30044","PRDX5",331,-0.0172318009858735,0.00810623523775534,0.034289864342796,0.0611953139163343,297,0.00589933930702828,0.00832679906319635,0.479216692640423,0.613425891382875,628,-0.006,0.0058,0.301995172040202,0.372385675156223
"X15530.33","Ephrin type-B receptor 4","EphB4","P54760","EPHB4",325,0.0598139253800199,0.0281471876075193,0.0343638343484229,0.0613018878193973,297,-0.0618114901473523,0.0193318953743837,0.00153962323285018,0.00670913832268351,622,-0.0228,0.0159,0.151356124843621,0.205942009791969
"X11351.233","Non-homologous end-joining factor 1","NHEJ1","Q9H9Q4","NHEJ1",332,-0.040648120482021,0.0191743648556001,0.0347797707907588,0.0620181567873357,297,0.000338653499543831,0.0193139504668681,0.986022513487229,0.991555489948228,629,-0.0203,0.0136,0.134896288259165,0.186495961363764
"X18310.26","Selenoprotein W","SELW","P63302","SELENOW",332,0.0657013860152418,0.0309974209058874,0.0348090388034265,0.0620446232463893,297,-0.000560083319997093,0.0296530693083512,0.984943499854181,0.991178064020688,629,0.0311,0.0214,0.147910838816821,0.201892896779164
"X18943.4","Prostaglandin reductase 2","PTGR2","Q8N8N7","PTGR2",328,-0.0268534350271934,0.012671376629343,0.0348490328077179,0.0620901781714974,297,-0.0095651268562317,0.0142516679810278,0.502652004316464,0.633871480052157,625,-0.0192,0.0095,0.0426579518801593,0.0679022394657901
"X13599.15","Rab9 effector protein with kelch motifs","RABEK","Q7Z6M1","RABEPK",330,-0.0111415961973659,0.00525870141698869,0.0348886822628638,0.0621127490849953,297,0.0134622093487522,0.00829811546256598,0.105817435263728,0.200557244541493,627,-0.0041,0.0044,0.354813389233575,0.425202671243691
"X2962.50","Parathyroid hormone-related protein","PTHrP","P12272","PTHLH",331,0.0166368023198369,0.00785256154328984,0.0348905840012436,0.0621127490849953,297,0.0110953028421174,0.0182035915515638,0.542660885770902,0.666281607108378,628,0.0158,0.0072,0.0288403150312661,0.0481343402985934
"X9360.33","EGF-like repeat and discoidin I-like domain-containing protein 3","EDIL3","O43854","EDIL3",332,-0.0394899706325723,0.0186444727271851,0.0349388518314438,0.0621729423777575,297,-0.0917734955247107,0.0193773108545916,3.4086747502776e-06,3.73046058548192e-05,629,-0.0646,0.0134,1.51356124843621e-06,7.05290024867186e-06
"X11275.94","Low-density lipoprotein receptor-related protein 1B","LRP1B","Q9NZR2","LRP1B",332,0.0361738256754257,0.0170871103743757,0.0350267026079821,0.0623034937621716,297,0.0204027721067818,0.013488920220142,0.131477245886483,0.23581469331016,629,0.0265,0.0106,0.0125892541179417,0.0230704652583158
"X3470.1","E-selectin","sE-Selectin","P16581","SELE",320,0.0485432132333546,0.0229368744788685,0.0351115222613645,0.062428547848751,297,-0.0041854335421838,0.0227236363020047,0.853993830584062,0.908940228988382,617,0.0219,0.0161,0.173780082874938,0.232048474525025
"X6223.5","Guanylate cyclase activator 2B","GUC2B","Q16661","GUCA2B",301,-0.0447024199076381,0.0211242456499946,0.0351826015147663,0.0625290781466983,297,0.00509557070784224,0.0319732986659289,0.873488271055132,0.921253814077519,598,-0.0296,0.0176,0.0933254300796991,0.135514069808503
"X3736.60","Bone morphogenetic protein 6","BMP-6","P22004","BMP6",325,0.0262633465510406,0.0124166856929392,0.0352031841128146,0.0625398161376355,297,-0.028932518366681,0.0159829998746797,0.071295307150444,0.14777885111039,622,0.0055,0.0098,0.575439937337157,0.635095501792946
"X10512.13","Cytokine receptor common subunit beta","IL3RB","P32927","CSF2RB",326,-0.0177666123932416,0.00840595889042632,0.0353376242355995,0.0627527340368759,297,-0.0507333215644067,0.0166909195151452,0.00258446034719465,0.0102597980466599,623,-0.0244,0.0075,0.00112201845430196,0.00268547655645673
"X9363.11","Cancer/testis antigen 55","CX048","Q8WUE5","CT55",330,-0.0124059024468762,0.00588404850975702,0.0357762570904518,0.0635054402583711,297,0.00465392290734059,0.0103866201339228,0.654436777239754,0.75718841872623,627,-0.0083,0.0051,0.107151930523761,0.152805190047313
"X12815.9","Isoleucine--tRNA ligase, cytoplasmic","SYIC","P41252","IARS1",331,-0.0134341121976959,0.00637624022761475,0.0359041142017237,0.0637061036227779,297,-0.0305043233275189,0.0167317309342436,0.0693077550385332,0.14506135476184,628,-0.0156,0.006,0.00891250938133746,0.0169314058520903
"X8960.3","Endoplasmic reticulum aminopeptidase 2","LRAP","Q6P179","ERAP2",326,0.0389272281549674,0.0184780324376748,0.0359362249627224,0.0637367849751213,297,0.0246660085873448,0.024302191939118,0.310963011710357,0.444483852896725,623,0.0337,0.0147,0.0218776162394955,0.0377288000986649
"X13449.25","Splicing factor 3B subunit 4","SF3B4","Q15427","SF3B4",330,-0.0150934624257585,0.00716751327185049,0.0360015466199691,0.0638263198732428,297,-0.00599660986730344,0.0195850673867029,0.759684443403282,0.838225446659188,627,-0.014,0.0067,0.0371535229097173,0.0599164987006726
"X10748.216","Protocadherin beta-2","PCDB2","Q9Y5E7","PCDHB2",320,-0.017082500936521,0.00811325499706981,0.0360540926280002,0.0638931406646184,297,-0.00169923260438243,0.0192387795225523,0.92968046729447,0.959116260454189,617,-0.0148,0.0075,0.0478630092322638,0.0752958312757742
"X12869.68","Probable ATP-dependent RNA helicase DDX6","DDX6","P26196","DDX6",332,-0.0379603142272269,0.0180586642406977,0.0363271926952595,0.064350599580853,297,-0.0946040398668012,0.0435137436212994,0.0305019928157617,0.0766739164819352,629,-0.0463,0.0167,0.00549540873857625,0.0110344318322206
"X6909.40","Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","MGAT2","Q10469","MGAT2",316,-0.0185721297647631,0.00883791340681636,0.0364246627602337,0.0644796002419665,297,-0.0233389072510774,0.0114363010946392,0.0421755118054891,0.0978936191448508,613,-0.0204,0.007,0.00363078054770101,0.00762127239417377
"X9870.17","Tryptophan--tRNA ligase, cytoplasmic","SYWC","P23381","WARS1",332,0.0442293367876107,0.0210526480329256,0.0364299996716993,0.0644796002419665,297,0.133194159429288,0.0270252329607624,1.39339161790745e-06,1.70255038313067e-05,629,0.0778,0.0166,2.75422870333817e-06,1.20141355507682e-05
"X2618.10","Receptor tyrosine-protein kinase erbB-4","ERBB4","Q15303","ERBB4",329,-0.0114061109465929,0.00543787321478153,0.0367356691526153,0.0649938761930886,297,-0.0162070773062246,0.00757786481701558,0.03328915955435,0.0820967174559973,626,-0.013,0.0044,0.00316227766016838,0.00675320566851251
"X8654.13","Disintegrin and metalloproteinase domain-containing protein 10","ADAM 10","O14672","ADAM10",332,0.0140853575728283,0.00671760370634576,0.0367950087621587,0.0650720940320907,297,-0.045541123375719,0.0154601251528429,0.00348240075432336,0.0132079414853128,629,0.0046,0.0062,0.457088189614875,0.524389518147127
"X15306.20","Immunoglobulin J chain","IgJ","P01591","JCHAIN",330,0.0139729360116038,0.00666626993102495,0.0368640229725023,0.0651673501046989,297,0.00641689086382271,0.0146316510772495,0.661304114428613,0.762334225718967,627,0.0127,0.0061,0.0363078054770101,0.0587951322878843
"X19616.100","EF-hand domain-containing protein D1","EFHD1","Q9BUP0","EFHD1",317,0.0131566638891035,0.00628472263412546,0.0371332052331009,0.0656162348839634,297,-0.00778190467595945,0.00746731478905384,0.298216915961679,0.42995060080887,614,0.0045,0.0048,0.354813389233575,0.425202671243691
"X11582.63","DnaJ homolog subfamily A member 2","DNJA2","O60884","DNAJA2",332,-0.0256309470835031,0.0122721722107787,0.0375365495781213,0.0663017247373716,297,-0.00740116328902404,0.0233285986410716,0.751276039243287,0.831397672665206,629,-0.0217,0.0109,0.0457088189614875,0.0721709362530682
"X5653.23","Probable inactive serine protease 37","PRS37","A4D1T9","PRSS37",326,0.0195545546569927,0.00936288554439753,0.0375537655475386,0.0663049037848783,297,-0.00104237365215468,0.0142176001862659,0.941605247654708,0.966217307169164,623,0.0133,0.0078,0.0891250938133746,0.130117796500789
"X4801.13","Lactoperoxidase","PERL","P22079","LPO",324,0.0476398004157576,0.0228135765335565,0.0375858266986127,0.0663342801110928,297,-0.0160247643475861,0.0211333941067437,0.448904562906522,0.586315980887018,621,0.0134,0.0155,0.389045144994281,0.458810849635427
"X9255.5","Interleukin-17C","IL-17C","Q9P0M4","IL17C",329,0.013664410206873,0.0065548224884138,0.0379000479654168,0.0668614053729523,297,-0.0219500626049812,0.0132093338065142,0.0976480813828553,0.188672236310719,626,0.0066,0.0059,0.257039578276886,0.325538052464337
"X2597.8","Vascular endothelial growth factor A","VEGF","P15692","VEGFA",332,0.0316705014450162,0.0152019335883758,0.0380129600992421,0.0669785892395066,297,0.0105844874675216,0.024005195889324,0.659594794141758,0.761108671336917,629,0.0256,0.0128,0.0457088189614875,0.0721709362530682
"X18380.78","Serum albumin","Albumin","P02768","ALB",324,-0.0210187665874614,0.0100880062473058,0.0380130758355675,0.0669785892395066,297,-0.0257290382623131,0.0120268926220488,0.0332439670705275,0.082047968129241,621,-0.023,0.0077,0.00295120922666639,0.00633390762669268
"X14587.16","Growth/differentiation factor 11","GDF-11","O95390","GDF11",309,-0.0194434119693455,0.00932991863118086,0.0380131914284203,0.0669785892395066,297,-0.0436148363094649,0.0265774554822726,0.101868130233451,0.195073387414992,606,-0.0221,0.0088,0.0120226443461741,0.0221453504637666
"X5644.60","Ribonuclease 4","RNAS4","P34096","RNASE4",329,0.0384468982968503,0.0184596413288476,0.0380724162829437,0.0670554719217612,297,-0.0373402215712422,0.0153545006064354,0.0156241532991771,0.0454664975235187,626,-0.0063,0.0118,0.588843655355589,0.647728020891148
"X18921.30","Phosphate-regulating neutral endopeptidase","PHEX","P78562","PHEX",312,-0.0142119417390887,0.00682504302185427,0.038157315299333,0.0671718703865854,297,0.0287484873518607,0.0207105265565386,0.166165360288271,0.280330107282268,609,-0.01,0.0065,0.123026877081238,0.172582713087542
"X13629.25","Cysteine protease ATG4B","ATG4B","Q9Y4P1","ATG4B",307,-0.0540261139480092,0.0259448679795805,0.0381697398802173,0.0671718703865854,297,-0.0929187515444474,0.0470014344870974,0.0489928006744984,0.110323578901056,604,-0.0631,0.0227,0.00549540873857625,0.0110344318322206
"X16536.3","High mobility group protein HMG-I/HMG-Y","HMGA1","P17096","HMGA1",332,0.0202415673161223,0.00973397810082303,0.0383671052764315,0.0674686466541003,297,-0.0234178109234757,0.0142049765050621,0.100316169580059,0.192788134657656,629,0.0063,0.008,0.436515832240166,0.504556461828797
"X3026.5","Calpastatin","Calpastatin","P20810","CAST",318,-0.0341561516196657,0.0164231964277766,0.0383779181543009,0.0674686466541003,297,-0.0792427235013057,0.0223635782546292,0.000459997534607513,0.0024305275139397,615,-0.05,0.0132,0.000162181009735893,0.000479080029446481
"X13704.5","Hydroxymethylglutaryl-CoA synthase, mitochondrial","HMCS2","P54868","HMGCS2",305,-0.0281479668885991,0.0135322414874246,0.0383854402145044,0.0674686466541003,297,-0.0313316783698674,0.0193924762427619,0.107251120595116,0.202585450012997,602,-0.0292,0.0111,0.00851138038202377,0.0162267052407288
"X4909.68","Galectin-8","Galectin-8","O00214","LGALS8",329,-0.0174291711696786,0.00838390571750736,0.0384292785302151,0.0675181074176696,297,-0.0354773263133407,0.0137416480360445,0.0103195436291478,0.0323973409846458,626,-0.0223,0.0072,0.00181970085860998,0.00413446032376204
"X8772.5","Ephrin-B2","EFNB2","P52799","EFNB2",332,0.0129477864094189,0.00623138956264294,0.0385192253085818,0.0676485047171132,297,-0.12530263044752,0.027304271640887,6.6264716664688e-06,6.56692503167795e-05,629,0.0061,0.0061,0.316227766016838,0.386830381580893
"X12499.108","Endophilin-A1","SH3G2","Q99962","SH3GL2",332,-0.041780463187143,0.020117142558843,0.0386096986752934,0.0677797200009947,297,-0.150552055460057,0.0554038636010119,0.00697495758849813,0.0232913762330205,629,-0.0545,0.0189,0.00398107170553497,0.00827978211097965
"X15384.15","Klotho","KLOTHO","Q9UEF7","KL",332,-0.0505840525718806,0.0243625461703929,0.0386612956966655,0.0678426082380083,297,-0.0997294350097969,0.022864295729714,1.79271740711849e-05,0.000156082541862685,629,-0.0767,0.0167,4.16869383470335e-06,1.75779923363325e-05
"X10363.13","Mothers against decapentaplegic homolog 3","SMAD3","P84022","SMAD3",332,-0.0391387278110974,0.0188533653418575,0.0386938409581751,0.0678720269009425,297,-0.0793488971701854,0.0380349159286592,0.0378300512838667,0.0894978275973106,629,-0.0471,0.0169,0.00537031796370253,0.0108287564753327
"X5238.26","Peptidyl-prolyl cis-trans isomerase E","PPIE","Q9UNP9","PPIE",332,-0.0361492319249126,0.0174208415736948,0.03877754280707,0.0679911176572393,297,0.00154280560635051,0.0230902712159107,0.946773859735202,0.968388673179811,629,-0.0225,0.0139,0.107151930523761,0.152805190047313
"X11324.3","Peroxidasin-like protein","PXDNL","A1KZ92","PXDNL",330,0.0187324117720024,0.00902904892387318,0.0388174442072591,0.0680097382836836,297,0.0148927679897025,0.0124003310738021,0.230728760593318,0.356837252539324,627,0.0174,0.0073,0.0169824365246174,0.0300953685588709
"X11616.9","Heat shock factor protein 1","HSF1","Q00613","HSF1",332,0.0280117165293956,0.0135021989627583,0.0388197878368852,0.0680097382836836,297,0.00325120774104745,0.0145213320107861,0.822998569699669,0.888037342769261,629,0.0165,0.0099,0.0954992586021436,0.138436909756596
"X6986.17","Heparan sulfate glucosamine 3-O-sulfotransferase 3B1","HS3SB","Q9Y662","HS3ST3B1",330,0.0132972978046551,0.00641085824246112,0.0388640662786781,0.0680595883813496,297,-0.00728423281315232,0.0112629505866635,0.518308164051832,0.646719876294439,627,0.0083,0.0056,0.138038426460288,0.190228539636559
"X11587.5","MAX gene-associated protein","MGAP","Q8IWI9","MGA",330,0.0161258826415864,0.00777607236132039,0.0389015892594719,0.0680975724074028,297,0.0207557311513238,0.0116690081523508,0.0763319261337125,0.155889655413627,627,0.0175,0.0065,0.00676082975391982,0.0132475301920771
"X2788.55","Stromelysin-1","MMP-3","P08254","MMP3",322,0.0185415547579129,0.00894512173041554,0.0390131750430368,0.0682651203661925,297,0.000153381233627203,0.00862415766588322,0.985822504359498,0.991555489948228,619,0.009,0.0062,0.147910838816821,0.201892896779164
"X3897.61","Pyridoxal phosphate phosphatase","PLPP","Q96GD0","PDXP",332,-0.0368796492993089,0.0178173571797923,0.0392638848133269,0.0686758717292066,297,-0.0278167653179457,0.0377745542005,0.4620872200594,0.598265241864985,629,-0.0352,0.0161,0.0288403150312661,0.0481343402985934
"X19207.119","Adenosine kinase","ADK","P55263","ADK",331,-0.0391836507655583,0.0189336609033943,0.0392992962955168,0.0687098672223649,297,-0.0547115447558112,0.0291051488956487,0.0611357862962041,0.132199606264441,628,-0.0438,0.0159,0.00575439937337157,0.011490098284527
"X13487.24","Protein unc-93 homolog B1","UN93B","Q9H1C4","UNC93B1",315,0.0273019687848129,0.013195832811691,0.0393925315749027,0.0688448916309047,297,-0.00784042299981323,0.0303481189580468,0.796319772274279,0.867081352038398,612,0.0217,0.0121,0.072443596007499,0.107850434900745
"X18894.1","Glutathione peroxidase 2","GPX2","P18283","GPX2",326,0.0193963403468559,0.00937946761421292,0.0394600743668768,0.0689349227668307,297,-0.000206259801725563,0.022865651799677,0.992808954159125,0.995880182392021,623,0.0166,0.0087,0.0562341325190349,0.0866271504170377
"X12454.105","N-terminal Xaa-Pro-Lys N-methyltransferase 1","NTM1A","Q9BV86","NTMT1",325,0.0144321953046861,0.00698124688918798,0.0395268310932066,0.0690235081331229,297,-0.00639419052899297,0.0105905454720134,0.54647088369723,0.669621444667176,622,0.0081,0.0058,0.162181009735893,0.218390896328765
"X12459.13","Pleckstrin homology domain-containing family A member 1","PKHA1","Q9HB21","PLEKHA1",332,-0.0299281829117335,0.0144880484438628,0.0396575636468347,0.0692024681487998,297,-0.0232717351763602,0.0111362789216056,0.0375108363522077,0.0890856472395612,629,-0.0257,0.0088,0.00354813389233575,0.00746600972159299
"X9378.6","Fibrinogen C domain-containing protein 1","FBCD1","Q8N539","FIBCD1",328,-0.0130468209722339,0.00631568572979602,0.0396614936030671,0.0692024681487998,297,-0.0211626736452592,0.0229984898178939,0.35824260451928,0.494798150943296,625,-0.0136,0.0061,0.0251188643150958,0.0427358526183651
"X3197.70","Insulin-degrading enzyme","IDE","P14735","IDE",331,-0.0284407162522653,0.0137693670772141,0.0396799430844105,0.069206583619647,297,-0.0233299700317101,0.0367412842529214,0.525940587673799,0.652645836002599,628,-0.0278,0.0129,0.0309029543251359,0.0510029188612469
"X11307.33","NEDD4-like E3 ubiquitin-protein ligase WWP1","WWP1","Q9H0M0","WWP1",332,-0.0438154981977044,0.021215763298208,0.0397034390583195,0.069219493875084,297,-0.0444041729058821,0.0331599754065232,0.181586590338066,0.299475890803869,629,-0.044,0.0179,0.0138038426460288,0.02496649588754
"X18280.29","Putative D-tyrosyl-tRNA(Tyr) deacylase 2","DTD2","Q96FN9","DTD2",332,-0.0377467152014495,0.0182829299660297,0.0397649172499327,0.0692985855315886,297,0.0408638450630158,0.0286526450825604,0.154888131312098,0.266896575630342,629,-0.015,0.0154,0.331131121482591,0.401860878526136
"X12554.10","DNA repair protein RAD51 homolog 4","RA51D","O75771","RAD51D",332,-0.0350124912526276,0.0169804202643864,0.0400186815464606,0.0697125756708493,297,-0.0284148832788064,0.0210109574249604,0.177302479563795,0.293977627063948,629,-0.0324,0.0132,0.0141253754462275,0.0254837415244231
"X4237.70","Leucine carboxyl methyltransferase 1","LCMT1","Q9UIC8","LCMT1",332,0.0108812306934922,0.00528035514401243,0.0401369740066603,0.0698903340901401,297,0.0338691706655449,0.00958762374883414,0.000478371384464829,0.0025060600786641,629,0.0162,0.0046,0.000446683592150963,0.00117575650541083
"X17196.5","ATP-dependent Clp protease proteolytic subunit, mitochondrial","ClpP endopeptidase","Q16740","CLPP",332,0.0236463039001053,0.0114777991057621,0.0401872564029129,0.0699495709384575,297,0.072073868083638,0.0105872423864063,5.67133407352631e-11,3.0876465633211e-09,629,0.0498,0.0078,1.54881661891248e-10,1.65707967112999e-09
"X7995.16","von Willebrand factor C domain-containing protein 2-like","VWC2L","B2RUY7","None",330,0.014625649721085,0.00710294231102985,0.0402963425135669,0.0700853149987075,297,0.00783632446598434,0.0141864223993188,0.58111066838373,0.700885301379255,627,0.0133,0.0064,0.0371535229097173,0.0599164987006726
"X15447.45","Sorbitol dehydrogenase","Sorbitol dehydrogenase","Q00796","SORD",332,-0.0545857796156686,0.0265104427466871,0.0402978339901892,0.0700853149987075,297,0.0182638694623481,0.0356703029867891,0.609026131720162,0.723083712611517,629,-0.0287,0.0213,0.177827941003892,0.236791942494657
"X9050.170","Arginine/serine-rich protein 1","CA063","Q9BUV0","RSRP1",329,-0.00960163269362841,0.00466461736828042,0.0403665045730839,0.0701763687020347,297,-0.00805466452651857,0.0116083541872485,0.488318554016683,0.620598531565791,626,-0.0094,0.0043,0.0301995172040202,0.050033945876152
"X7266.4","Serpin A9","SPA9","Q86WD7","SERPINA9",318,-0.0246230128855506,0.0119627902113817,0.040405062606417,0.0702150199071513,297,-0.0877424105214623,0.0116452710767908,6.22753478552135e-13,7.65957383739151e-11,615,-0.057,0.0083,8.12830516164099e-12,1.09591976489711e-10
"X17766.5","Neutrophil cytosol factor 1","NCF-1","P14598","NCF1",324,0.0714667396744589,0.0347521634657187,0.0405660563967948,0.0704663200979864,297,0.0760672388826754,0.0236211906910777,0.00142561572742524,0.00628879307041637,621,0.0746,0.0195,0.000134896288259165,0.00040544300195854
"X11677.17","Probable palmitoyltransferase ZDHHC14","ZDH14","Q8IZN3","ZDHHC14",323,-0.017109901673228,0.0083210564396992,0.0405930867882336,0.0704848067324153,297,-0.0607601036582739,0.0188124737954119,0.00138077099049364,0.00612868527359458,620,-0.0243,0.0076,0.00144543977074593,0.00337138636332876
"X17377.1","Aldo-keto reductase family 1 member C3","Aldose reductase-like C3","P42330","AKR1C3",327,-0.038805892592745,0.0188891980702556,0.0407595218840867,0.0707452395574887,297,-0.0336835390856899,0.0316318691954755,0.287821664097002,0.41892418858924,624,-0.0375,0.0162,0.0208929613085404,0.0360886050554346
"X7090.17","Polypeptide N-acetylgalactosaminyltransferase 1","GALT1","Q10472","GALNT1",328,0.0238180329898442,0.0115964929777649,0.0408052599377716,0.0707960560679127,297,0.00750405933235533,0.00999534187300352,0.453406366733985,0.590045622790581,625,0.0145,0.0076,0.0562341325190349,0.0866271504170377
"X19317.114","Prostatic acid phosphatase","Prostatic acid phosphatase","P15309","ACP3",330,0.0191863518229327,0.00939359334091977,0.0419244491625431,0.0727032505346757,297,0.0296048112267716,0.00817595447144296,0.000346132230327988,0.0019086086187701,627,0.0251,0.0062,4.67735141287198e-05,0.000158403845880019
"X8664.36","Extracellular tyrosine-protein kinase PKDCC","PKDCC","Q504Y2","PKDCC",332,0.0146662083388888,0.00718121182927706,0.0419383316848478,0.0727032505346757,297,0.0473336225329828,0.00931804582630645,6.76346904259066e-07,9.29382758855669e-06,629,0.0268,0.0057,2.39883291901949e-06,1.0592793002775e-05
"X6399.52","Beta-defensin 107","D107A","Q8IZN7","DEFB107A",332,0.0135274024994092,0.00662514171930612,0.0419856662949803,0.0727559833741782,297,-0.00034453966889903,0.0103509717198862,0.973469550874205,0.985383040317711,629,0.0095,0.0056,0.0891250938133746,0.130117796500789
"X7866.11","DnaJ homolog subfamily C member 30","DJC30","Q96LL9","DNAJC30",330,-0.0221771561335029,0.0108670027168436,0.0420956431308226,0.0729171812749368,297,0.00094119318169236,0.0185432827722387,0.95955433069524,0.976121848703933,627,-0.0163,0.0094,0.0831763771102671,0.122263020489152
"X12599.10","Fermitin family homolog 3","URP2","Q86UX7","FERMT3",331,-0.0539824091978785,0.0264674176567152,0.0422132560239635,0.0730914710785294,297,-0.165454490467677,0.0500651057033426,0.0010694452693848,0.00490894781603418,628,-0.0783,0.0234,0.000812830516164099,0.00201613843715213
"X7228.2","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6","SIA7F","Q969X2","ST6GALNAC6",330,-0.0276256829290743,0.0135575085738758,0.04240809832384,0.0733992880848434,297,-0.0879322837769033,0.0148963494003624,9.92718618248334e-09,2.42595612334437e-07,627,-0.0549,0.01,4.26579518801593e-08,2.8010969623903e-07
"X3852.19","DnaJ homolog subfamily B member 1","HSP 40","P25685","DNAJB1",332,-0.0439796907369441,0.0216204899228941,0.0427565522092823,0.0739726190877406,297,0.0598960405087434,0.0186278563414191,0.00144929323952587,0.00638015375967325,629,0.0156,0.0141,0.269153480392692,0.338290216004958
"X14136.234","Complement component C1q receptor","C1QR1","Q9NPY3","CD93",319,0.0415687770006601,0.0204565116235189,0.0430058856582413,0.0743740708548837,297,-0.018708790069659,0.0170382424575156,0.273091699282447,0.403622026377065,616,0.006,0.0131,0.645654229034656,0.697728351527149
"X6464.40","Transmembrane protein PVRIG","PVRIG","Q6DKI7","PVRIG",332,0.0159136656019483,0.00783442076781039,0.0430532473174402,0.0744260517332437,297,0.0449628936624771,0.0153652537398459,0.0037008927777065,0.0139215472759713,629,0.0219,0.007,0.00169824365246174,0.0038769352172176
"X9839.148","Toll/interleukin-1 receptor domain-containing adapter protein","Tirap","P58753","TIRAP",332,-0.0443235072864267,0.0218350043245887,0.0431881513668203,0.0746292643747264,297,-0.0161811547018079,0.0226598096437065,0.475743595675575,0.610797971641985,629,-0.0308,0.0157,0.0501187233627272,0.0784427325993776
"X16809.1","Nucleoside diphosphate kinase, mitochondrial","NDKM","O00746","NME4",332,-0.0584326131049776,0.0287973575898242,0.0432733721345229,0.0747464954018406,297,-0.0589260524869599,0.0281358581691254,0.0370945233715856,0.0884387721846949,629,-0.0587,0.0201,0.00354813389233575,0.00746600972159299
"X13111.79","B-cell lymphoma 6 protein","BCL6","P41182","BCL6",327,-0.0172888044874661,0.00852271735027638,0.0433418945906641,0.0748348007364297,297,-0.00585313168340949,0.0209438274927758,0.78008414295985,0.854377870860788,624,-0.0157,0.0079,0.0467735141287198,0.0737167036524822
"X12439.67","Interferon regulatory factor 9","ISGF3","Q00978","IRF9",329,0.0191898032497146,0.00946279917253129,0.0434017841075103,0.0748822304409167,297,0.0369262867729399,0.0114807799675777,0.00144464382333585,0.00636620193049948,626,0.0264,0.0073,0.000309029543251359,0.000846044599315147
"X5255.22","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","PDE4D","Q08499","PDE4D",330,0.0127814539278027,0.00630289141065262,0.043404185186981,0.0748822304409167,297,0.0109267384235443,0.0186846965305584,0.559137933958673,0.681665170678714,627,0.0126,0.006,0.0346736850452532,0.0565320391886406
"X9241.40","Signal-regulatory protein gamma","SIRPG","Q9P1W8","SIRPG",330,0.0140313584059094,0.0069224535791986,0.0435005275961053,0.0750183517204687,297,0.0354920621774526,0.0105570655458813,0.00087755105188054,0.00418442025957672,627,0.0205,0.0058,0.000398107170553497,0.00105891090943141
"X8854.59","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","RRM2B",332,-0.0276743716211131,0.0136648332768778,0.0436714297655086,0.0752828935556924,297,0.0486856847191096,0.0245589040250786,0.0483743147142066,0.109159458334629,629,-0.0096,0.0119,0.416869383470335,0.485106931359825
"X7732.45","Vesicle-associated membrane protein 4","VAMP4","O75379","VAMP4",330,0.0128016306742485,0.00632696308211319,0.0438711373707483,0.0755968597081684,297,-0.000908429941444319,0.0094873679775241,0.923783823504948,0.955324410890787,627,0.0086,0.0053,0.102329299228075,0.14680397464308
"X13056.18","Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5","S6A16","Q9GZN6","SLC6A16",316,-0.0151545013211284,0.00749726483876654,0.0441180270541355,0.0759918439566827,297,-0.0183511968952627,0.0240984168787157,0.446968913659409,0.58432015126113,613,-0.0154,0.0072,0.0309029543251359,0.0510029188612469
